student_id,career_id,career_name,career_domain,career_subdomain,career_cluster,age,class,stream,ability_match_component,interest_match_component,academic_match_component,learning_match_component,compatibility_score,compatibility_label
STU010097,CAR00833,Financial Analyst Specialist 833,Hospitality & Tourism,Track 3,Cluster 23,11,7,General,85.14,72.54,53.5,74.6,75.99,1
STU030616,CAR00599,Economist Specialist 599,Agriculture,Track 9,Cluster 29,12,7,General,86.79,79.84,65.4,75.2,72.89,1
STU015831,CAR00226,Animator Specialist 226,Transportation,Track 6,Cluster 16,15,11,Commerce,80.06,79.18,48.6,88.6,74.02,1
STU021355,CAR01151,Investment Analyst Specialist 1151,Psychology & Social Services,Track 1,Cluster 11,12,7,General,69.84,65.76,88.7,81.5,72.98,1
STU013303,CAR00624,Travel Consultant Specialist 624,Healthcare,Track 4,CLUSTER 24,16,12,Humanities,74.32,69.91,94.7,55.6,77.93,1
STU000714,CAR00114,Renewable Energy Engineer Specialist 114,Environment,Track 4,Cluster 24,19,12,Commerce,79.12,71.75,76.5,90.7,75.66,1
STU015210,CAR01164,Policy Analyst Specialist 1164,Healthcare,Track 4,Cluster 24,17,11,Commerce,65.01,73.58,68.8,75.9,74.38,1
STU015180,CAR00490,Electronics Engineer Specialist 490,Life Sciences,Track 10,Cluster 10,14,8,GENERAL,61.45,78.12,88.9,90.8,73.09,1
STU001758,CAR00693,Public Relations Specialist Specialist 693,Government & Public Service,TRACK 3,Cluster 3,16,12,Humanities,78.41,77.58,89.0,85.7,80.2,1
STU013262,CAR00647,Electrical Engineer Specialist 647,Skilled Trades,Track 7,Cluster 17,12,8,General,62.71,73.0,84.4,47.4,65.18,0
STU004599,CAR00623,Hotel Manager Specialist 623,Engineering,Track 3,Cluster 23,14,9,General,76.11,75.63,65.1,67.1,60.26,0
STU027391,CAR00708,Electrician Specialist 708,Environment,Track 8,Cluster 18,17,11,Science-PCM,76.75,73.94,61.1,98.1,84.1,1
STU024330,CAR00615,Content Creator Specialist 615,Arts & Design,Unknown,Cluster 15,14,10,GENERAL,74.65,59.4,33.9,71.9,68.23,0
STU013714,CAR01198,Civil Engineer Specialist 1198,Transportation,Track 8,Cluster 28,15,9,General,74.06,80.34,78.8,72.5,75.92,1
STU023825,CAR00624,Travel Consultant Specialist 624,HEALTHCARE,Track 4,Cluster 24,16,12,Science-PCB,73.89,74.79,66.4,69.3,75.7,1
STU027027,CAR01111,Cybersecurity Analyst Specialist 1111,Life Sciences,Track 1,Cluster 1,17,11,Science-PCB,62.94,87.13,53.2,80.9,75.48,1
STU032507,CAR00157,Technician Specialist 157,Fashion,Track 7,Cluster 7,19,12,Science-PCM,76.12,76.98,76.3,76.3,81.45,1
STU000946,CAR00532,Policy Analyst Specialist 532,Defence & Security,Track 2,Cluster 22,13,8,General,69.08,76.32,68.5,55.8,71.36,1
STU010965,CAR01160,Psychologist Specialist 1160,Skilled Trades,Track 10,Cluster 20,15,10,General,82.99,61.6,77.3,53.9,75.43,1
STU004142,CAR00849,DEFENCE OFFICER SPECIALIST 849,Marine,Track 9,Cluster 9,16,10,General,92.45,74.98,38.6,58.1,72.35,1
STU000673,CAR00106,Medical Laboratory Scientist Specialist 106,Logistics & Supply Chain,Track 6,Cluster 16,17,12,Commerce,69.86,77.69,65.4,56.2,74.6,1
STU005561,CAR00892,Nurse Specialist 892,Technology,Track 2,Cluster 22,17,12,Science-PCM,75.88,70.89,75.2,54.8,75.54,1
STU029492,CAR00564,Data Analyst Specialist 564,Sports,TRACK 4,Cluster 24,11,7,General,77.54,73.47,58.9,34.7,71.7,1
STU024599,CAR00305,Animator Specialist 305,Manufacturing,Track 5,Cluster 5,14,10,General,68.91,76.38,94.1,25.9,71.45,1
STU025649,CAR00786,Logistics Manager Specialist 786,Healthcare,Track 6,Cluster 6,14,10,General,68.86,73.99,61.3,89.7,78.06,1
STU012094,CAR01003,Counsellor Specialist 1003,Life Sciences,Track 3,Cluster 13,15,9,General,72.7,75.9,82.2,54.0,75.85,1
STU006897,CAR00411,Electronics Engineer Specialist 411,Environment,Track 1,Cluster 21,19,12,Humanities,74.54,67.8,68.8,98.1,78.72,1
STU016072,CAR00756,Investment Analyst Specialist 756,Research,Track 6,Cluster 6,15,9,General,74.65,83.45,81.0,60.1,78.4,1
STU030221,CAR00677,Investment Analyst Specialist 677,Engineering,Track 7,Cluster 17,15,10,General,74.44,72.36,82.0,70.3,80.54,1
STU020822,CAR01158,Teacher Specialist 1158,Sports,Track 8,Cluster 18,12,7,General,67.56,74.5,44.6,85.9,73.57,1
STU027952,CAR00821,Agricultural Scientist Specialist 821,Aviation,Track 1,Cluster 11,12,8,General,70.8,81.63,78.3,61.2,70.88,1
STU012359,CAR00429,Environmental Scientist Specialist 429,Sports,Track 9,Cluster 9,17,12,Science-PCM,79.66,84.35,91.3,67.7,82.19,1
STU014165,CAR00351,Renewable Energy Engineer Specialist 351,Research,Track 1,Cluster 21,11,7,General,83.44,73.45,71.1,69.1,76.97,1
STU010602,CAR01049,Doctor Specialist 1049,Hospitality & Tourism,Track 9,Cluster 29,16,11,Commerce,74.05,71.6,78.9,93.5,75.68,1
STU005779,CAR00684,Teacher Specialist 684,Energy,Track 4,Cluster 24,17,11,Science-PCM,83.72,76.69,54.1,75.1,75.31,1
STU000612,CAR00558,Cybersecurity Analyst Specialist 558,Government & Public Service,Track 8,Cluster 18,15,10,General,73.76,75.32,84.1,37.2,74.66,1
STU002228,CAR00634,Data Scientist Specialist 634,Business,Track 4,Cluster 4,12,7,General,78.47,53.97,81.7,68.4,66.64,0
STU005135,CAR00963,Electrical Engineer Specialist 963,Government & Public Service,Track 3,Cluster 3,16,12,Commerce,58.51,69.33,67.4,53.3,60.02,0
STU011313,CAR00906,Automotive Engineer Specialist 906,Law,Track 6,Cluster 6,14,10,General,78.78,78.71,77.2,83.6,77.82,1
STU004598,CAR00427,Agronomist Specialist 427,Fashion,Track 7,Cluster 7,14,8,General,83.82,68.35,80.1,97.0,87.68,1
STU005318,CAR00662,Geneticist Specialist 662,Finance,Track 2,Cluster 2,19,12,Science-PCM,75.3,81.42,90.8,76.7,79.53,1
STU032468,CAR01122,Electronics Engineer Specialist 1122,Law,Track 2,Cluster 12,12,7,General,79.54,72.4,66.3,71.3,77.25,1
STU016367,CAR00152,Sports Scientist Specialist 152,Psychology & Social Services,Track 2,Cluster 2,14,9,GENERAL,82.21,74.52,82.6,56.4,77.36,1
STU019515,CAR01073,Economist Specialist 1073,Media & Communication,Track 3,Cluster 23,13,8,General,77.72,73.19,75.2,74.6,72.72,1
STU011225,CAR00896,Medical Laboratory Scientist Specialist 896,Agriculture,Track 6,Cluster 26,13,7,General,80.41,69.48,45.4,88.6,74.26,1
STU030353,CAR00871,Data Scientist Specialist 871,ARCHITECTURE & CONSTRUCTION,Track 1,Cluster 1,14,10,General,73.9,67.06,59.7,91.1,71.09,1
STU016882,CAR00436,Oceanographer Specialist 436,Life Sciences,Track 6,Unknown,11,7,General,72.7,75.07,70.5,87.3,76.21,1
STU029626,CAR01009,Public Relations Specialist Specialist 1009,Transportation,Track 9,Cluster 19,11,7,General,75.46,75.84,80.7,77.7,80.53,1
STU030654,CAR00194,Energy Analyst Specialist 194,Agriculture,Track 4,Cluster 14,14,8,General,79.22,76.0,49.3,94.7,77.88,1
STU005082,CAR00246,Mobile App Developer Specialist 246,Healthcare,Track 6,Cluster 6,16,10,General,54.21,61.28,75.5,79.4,59.33,0
STU021590,CAR00467,Sports Coach Specialist 467,Manufacturing,Track 7,Cluster 17,15,10,General,70.51,74.44,61.8,40.6,73.53,1
STU001532,CAR01130,Physiotherapist Specialist 1130,Hospitality & Tourism,Track 10,Cluster 20,13,7,General,80.94,71.8,85.6,72.7,75.71,1
STU002423,CAR00104,Pharmacist Specialist 104,Hospitality & Tourism,Track 4,Cluster 14,15,11,Humanities,79.6,73.01,88.6,83.4,79.4,1
STU012335,CAR00703,Travel Consultant Specialist 703,Technology,Track 3,Cluster 13,11,7,General,72.72,65.03,74.4,81.8,73.36,1
STU024496,CAR00851,Public Relations Specialist Specialist 851,Finance,Track 1,Cluster 11,16,11,Commerce,73.79,80.77,54.6,59.2,72.38,1
STU028816,CAR01050,Nurse Specialist 1050,Sports,Track 10,Cluster 30,14,10,General,71.05,75.47,66.8,81.4,70.87,1
STU021953,CAR00455,Journalist Specialist 455,Hospitality & Tourism,Track 5,Cluster 5,17,12,Humanities,72.12,74.74,62.8,81.3,72.29,1
STU002508,CAR00367,Legal Advisor Specialist 367,Education,Track 7,Cluster 7,17,12,Humanities,70.93,69.58,94.9,79.1,77.63,1
STU026372,CAR00947,Technician Specialist 947,Engineering,Track 7,Cluster 17,12,7,General,84.35,71.98,78.6,80.1,75.97,1
STU001830,CAR00217,Defence Officer Specialist 217,Technology,Track 7,Cluster 7,15,10,Unknown,62.42,69.3,66.1,93.1,76.65,1
STU004441,CAR00451,Social Worker Specialist 451,Defence & Security,Track 1,Cluster 1,11,7,General,73.35,66.15,47.7,40.5,65.07,0
STU005484,CAR00028,Microbiologist,Technology,Track 8,Cluster 28,14,9,General,78.74,70.28,63.5,59.1,72.37,1
STU010696,CAR01061,Environmental Scientist Specialist 1061,Manufacturing,Track 1,Cluster 11,12,7,General,70.22,79.31,87.1,81.0,74.21,1
STU000086,CAR00945,Electrician Specialist 945,Research,Track 5,Cluster 15,11,7,General,78.61,77.91,81.4,92.4,82.46,1
STU027342,CAR01095,Animator Specialist 1095,Law,Track 5,Cluster 15,17,11,Commerce,67.44,80.14,84.2,78.6,69.9,0
STU023378,CAR00623,Hotel Manager Specialist 623,Engineering,Track 3,Cluster 23,13,9,General,78.74,82.9,72.5,69.6,71.18,1
STU014339,CAR01123,Chemical Engineer Specialist 1123,Education,Track 3,Cluster 13,14,9,General,71.32,72.27,52.1,61.5,61.9,0
STU013852,CAR00380,UI UX Designer Specialist 380,Engineering,Track 10,Cluster 20,15,9,General,65.44,57.74,84.7,74.3,67.66,0
STU027997,CAR01148,Accountant Specialist 1148,Finance,Track 8,Cluster 8,12,7,General,64.99,77.68,79.6,81.0,70.07,1
STU004706,CAR00481,Database Administrator Specialist 481,Fashion,Track 1,Cluster 1,13,8,General,62.27,66.34,97.8,56.5,65.73,0
STU013912,CAR01118,Business Analyst Specialist 1118,Aviation,Track 8,Cluster 8,12,7,General,67.4,74.09,95.7,93.2,78.48,1
STU019031,CAR00619,Fashion Designer Specialist 619,Logistics & Supply Chain,Track 9,Cluster 19,16,11,Science-PCM,69.38,70.01,59.0,82.4,70.51,1
STU025765,CAR00613,Journalist Specialist 613,Defence & Security,Track 3,Cluster 13,18,11,Science-PCB,68.46,77.02,85.8,88.1,75.26,1
STU026248,CAR00784,Sports Scientist Specialist 784,Technology,Track 4,Cluster 4,16,10,General,91.72,74.55,45.8,66.8,87.72,1
STU008621,CAR00291,Psychologist Specialist 291,Arts & Design,Track 1,Cluster 21,18,12,Science-PCB,65.81,77.35,60.5,84.4,68.78,0
STU007927,CAR00518,Auditor Specialist 518,Agriculture,Track 8,Cluster 8,13,8,General,80.03,64.57,42.6,87.2,76.14,1
STU013133,CAR00114,Renewable Energy Engineer Specialist 114,Environment,Track 4,Cluster 24,15,9,General,74.65,71.25,75.2,75.9,67.22,0
STU028043,CAR00867,Welder Specialist 867,Healthcare,Track 7,Cluster 27,14,10,General,68.55,69.11,84.7,61.7,76.21,1
STU008674,CAR00890,Urban Planner Specialist 890,Skilled Trades,Track 10,Cluster 20,13,8,General,72.06,71.93,83.9,89.6,77.81,1
STU016620,CAR00986,Aviation Engineer Specialist 986,Finance,Track 6,Cluster 26,15,11,Science-PCB,69.32,71.06,58.1,93.9,73.36,1
STU017838,CAR00715,Machine Learning Engineer Specialist 715,Business,Track 5,Cluster 25,15,9,General,81.69,80.21,81.7,77.6,78.73,1
STU029488,CAR00777,Fashion Designer Specialist 777,Arts & Design,Track 7,Cluster 27,18,12,Commerce,81.31,81.3,86.9,80.8,73.32,1
STU015684,CAR00218,Journalist Specialist 218,Engineering,Track 8,Cluster 8,18,11,Humanities,81.53,76.62,77.2,80.6,89.57,1
STU001580,CAR01169,Graphic Designer Specialist 1169,Manufacturing,Track 9,Cluster 29,18,12,Humanities,67.0,76.86,66.2,89.9,75.3,1
STU010144,CAR00904,Renewable Energy Engineer Specialist 904,Business,Track 4,Cluster 4,13,7,General,84.2,72.75,80.8,72.5,76.05,1
STU027304,CAR01072,Investment Analyst Specialist 1072,Defence & Security,Track 2,Cluster 22,13,9,General,71.86,71.03,85.5,83.3,75.11,1
STU021723,CAR00867,Welder Specialist 867,HEALTHCARE,Track 7,Cluster 27,14,8,General,77.79,70.48,75.5,67.3,84.44,1
STU025310,CAR00015,Electrical Engineer,Law,Track 5,Cluster 15,17,12,Humanities,76.28,78.7,76.2,81.0,79.8,1
STU030770,CAR00786,Logistics Manager Specialist 786,Healthcare,TRACK 6,Cluster 6,12,8,General,64.51,64.24,91.0,67.0,74.44,1
STU024399,CAR00203,Investment Analyst Specialist 203,Finance,Track 3,Cluster 23,15,11,Commerce,67.69,79.34,94.9,96.9,74.9,1
STU002870,CAR00876,Database Administrator Specialist 876,Marine,Track 6,Cluster 6,13,7,General,76.11,71.79,91.5,94.4,79.0,1
STU021709,CAR01131,Pharmacist Specialist 1131,Sports,Track 1,Cluster 21,14,8,General,64.81,70.15,66.4,90.5,76.86,1
STU029280,CAR01014,Fashion Designer Specialist 1014,Law,Track 4,Cluster 24,14,10,General,61.81,71.52,47.9,64.1,59.28,0
STU011323,CAR01011,Graphic Designer Specialist 1011,Marine,Track 1,CLUSTER 21,14,10,General,67.44,80.94,37.5,81.3,71.2,1
STU020392,CAR00045,Investment Analyst,Government & Public Service,Track 5,Cluster 15,16,11,Commerce,80.99,72.14,90.2,98.4,76.62,1
STU027212,CAR00515,Oceanographer Specialist 515,Engineering,Track 5,Cluster 5,15,9,General,79.16,75.35,67.5,77.4,88.9,1
STU016459,CAR00681,Human Resources Specialist Specialist 681,Environment,Track 1,Cluster 21,18,12,Science-PCM,67.84,74.41,58.2,60.6,71.32,1
STU004702,CAR00238,Software Developer Specialist 238,Fashion,Track 8,Cluster 28,14,9,General,71.54,60.18,48.8,18.0,62.43,0
STU010748,CAR01111,Cybersecurity Analyst Specialist 1111,Life Sciences,Track 1,Cluster 1,17,12,Humanities,58.6,77.83,72.9,92.2,72.21,1
STU024687,CAR00196,Aviation Engineer Specialist 196,Architecture & Construction,Track 6,Cluster 16,18,11,Humanities,64.6,69.14,78.2,90.0,71.91,1
STU007819,CAR00077,Welder,Hospitality & Tourism,Track 7,Cluster 17,18,12,Humanities,67.18,72.73,88.2,59.0,70.91,1
STU009823,CAR00708,Electrician Specialist 708,Environment,Track 8,Cluster 18,15,10,General,90.02,76.22,51.5,73.4,78.93,1
STU031595,CAR00604,Legal Advisor Specialist 604,Transportation,Track 4,Cluster 4,14,8,General,78.04,75.61,91.1,81.9,83.67,1
STU023668,CAR00457,Content Creator Specialist 457,Logistics & Supply Chain,Track 7,Unknown,17,11,Humanities,69.75,78.24,86.6,54.9,73.31,1
STU002155,CAR00992,Auditor Specialist 992,Media & Communication,Track 2,Cluster 2,14,10,General,66.53,78.45,62.2,79.3,78.05,1
STU026825,CAR00199,Oceanographer Specialist 199,Transportation,Track 9,Cluster 19,15,10,General,70.82,67.32,54.7,80.6,68.07,0
STU021834,CAR00118,Pilot Specialist 118,TRANSPORTATION,Track 8,Cluster 28,13,8,General,65.75,81.81,58.4,65.0,71.01,1
STU018918,CAR00784,Sports Scientist Specialist 784,Technology,Track 4,Cluster 4,17,11,Humanities,75.54,75.94,92.1,73.0,79.28,1
STU016600,CAR00313,Electrician Specialist 313,Education,Track 3,Cluster 13,18,11,SCIENCE-PCM,80.69,70.14,27.5,89.1,79.15,1
STU017851,CAR00262,Pharmacist Specialist 262,Defence & Security,Track 2,Cluster 22,14,9,General,87.08,78.02,64.9,81.3,82.82,1
STU007566,CAR00748,Automotive Engineer Specialist 748,Defence & Security,Track 8,Cluster 28,16,12,Commerce,68.91,68.44,89.0,66.9,77.37,1
STU002137,CAR00129,Lawyer Specialist 129,Arts & Design,Track 9,CLUSTER 9,14,8,General,64.51,66.01,81.2,78.4,63.23,0
STU023070,CAR00667,Renewable Energy Engineer Specialist 667,Defence & Security,Track 7,Cluster 7,16,10,General,80.39,65.24,88.8,64.1,78.32,1
STU007173,CAR00878,Mobile App Developer Specialist 878,Finance,Track 8,Cluster 8,18,11,Science-PCM,85.2,74.3,82.1,63.3,84.21,1
STU003813,CAR00752,Oceanographer Specialist 752,Hospitality & Tourism,Track 2,Cluster 2,15,10,General,68.05,81.98,36.0,93.8,76.46,1
STU009380,CAR00946,Welder Specialist 946,Technology,Track 6,Cluster 16,14,8,General,72.58,79.99,71.4,86.5,80.38,1
STU011009,CAR00216,Policy Analyst Specialist 216,Research,Track 6,Cluster 6,14,9,General,67.86,78.82,84.8,86.3,74.09,1
STU022300,CAR01033,Cloud Engineer Specialist 1033,Architecture & Construction,Track 3,Cluster 13,14,9,General,73.25,83.69,76.0,95.8,83.9,1
STU000229,CAR01198,Civil Engineer Specialist 1198,Transportation,Track 8,Cluster 28,16,10,General,74.53,65.12,59.0,56.4,72.43,1
STU015463,CAR00030,Geneticist,Healthcare,Track 10,Cluster 30,15,11,Science-PCM,73.01,63.77,66.1,81.8,76.9,1
STU024189,CAR00703,Travel Consultant Specialist 703,Technology,Track 3,Cluster 13,17,12,Commerce,72.39,64.36,66.4,61.7,63.93,0
STU000186,CAR01040,Civil Engineer Specialist 1040,Finance,Track 10,Cluster 20,16,11,Commerce,68.81,78.93,70.4,59.1,70.52,1
STU020956,CAR00015,Electrical Engineer,Law,Track 5,Cluster 15,17,12,Humanities,80.14,75.24,52.4,70.4,73.36,1
STU009319,CAR01027,Research Scientist Specialist 1027,Technology,Track 7,Cluster 7,18,11,Humanities,65.75,74.54,81.3,53.8,65.48,0
STU013961,CAR01184,Technician Specialist 1184,Hospitality & Tourism,Track 4,Cluster 14,17,12,Commerce,67.99,78.37,66.4,62.0,67.97,0
STU012421,CAR00961,Civil Engineer Specialist 961,Education,Track 1,Cluster 1,13,8,General,73.84,67.35,75.0,85.9,79.38,1
STU028356,CAR00266,Biotechnologist Specialist 266,Hospitality & Tourism,TRACK 6,Cluster 26,13,9,General,72.42,83.84,64.7,77.4,75.08,1
STU000470,CAR00228,Hotel Manager Specialist 228,Marine,Track 8,Cluster 18,14,10,General,83.25,73.43,76.4,62.8,83.96,1
STU009242,CAR00899,Geneticist Specialist 899,Manufacturing,Track 9,Cluster 29,16,10,General,80.03,72.0,49.3,91.1,75.15,1
STU007590,CAR00338,Doctor Specialist 338,FINANCE,Track 8,Cluster 8,15,9,General,63.29,69.29,79.8,70.8,65.65,0
STU018818,CAR00084,Cybersecurity Analyst Specialist 84,Healthcare,Track 4,Cluster 24,13,7,General,79.96,75.31,72.2,67.1,79.0,1
STU002779,CAR00382,Fashion Designer Specialist 382,Life Sciences,Track 2,Cluster 22,14,8,General,63.75,71.93,78.3,76.4,78.05,1
STU005802,CAR00292,Counsellor Specialist 292,Fashion,Track 2,Cluster 22,14,10,General,51.05,79.83,82.0,84.4,68.51,0
STU008053,CAR00653,URBAN PLANNER SPECIALIST 653,Agriculture,Track 3,Cluster 23,16,12,Science-PCB,69.53,79.86,92.8,76.3,72.28,1
STU004526,CAR01121,Electrical Engineer Specialist 1121,Finance,Track 1,Cluster 11,14,10,General,70.14,79.91,92.9,78.8,73.06,1
STU032821,CAR00866,Electrician Specialist 866,Engineering,Track 6,Cluster 26,15,10,General,78.6,75.48,84.3,50.1,73.95,1
STU000243,CAR00303,Fashion Designer Specialist 303,Environment,Track 3,Cluster 3,12,8,General,81.03,76.25,63.9,46.8,75.64,1
STU020552,CAR00588,Renewable Energy Engineer Specialist 588,Arts & Design,Track 8,Cluster 18,14,10,General,71.81,67.44,44.6,52.2,62.48,0
STU022033,CAR00356,Marine Engineer Specialist 356,Agriculture,Track 6,Cluster 26,16,12,Science-PCB,82.66,75.39,63.6,91.2,80.45,1
STU008581,CAR00039,Pilot,Marine,Track 9,Cluster 9,16,10,General,65.44,66.83,70.0,77.1,62.68,0
STU014636,CAR00763,Teacher Specialist 763,Architecture & Construction,Track 3,Cluster 13,15,10,General,84.49,71.2,93.1,84.4,83.4,1
STU031504,CAR00781,Hotel Manager Specialist 781,Logistics & Supply Chain,Track 1,Cluster 1,14,10,General,73.35,76.87,64.6,73.4,77.86,1
STU009756,CAR00002,Data Scientist,ENGINEERING,Track 2,Cluster 2,13,9,General,68.74,72.51,66.2,80.4,79.16,1
STU002322,CAR01001,Education Consultant Specialist 1001,Engineering,Track 1,Cluster 11,12,7,General,67.15,76.75,51.3,55.3,69.57,0
STU002529,CAR01056,Biotechnologist Specialist 1056,Healthcare,Track 6,Cluster 6,17,11,Science-PCM,65.5,71.75,88.4,83.9,84.11,1
STU027232,CAR00280,Financial Analyst Specialist 280,Transportation,Track 10,Cluster 10,13,8,General,79.9,71.7,86.0,46.1,77.29,1
STU016206,CAR00611,Policy Analyst Specialist 611,Psychology & Social Services,Track 1,Cluster 11,16,10,General,70.75,65.63,79.7,51.8,68.06,0
STU018826,CAR01168,Content Creator Specialist 1168,Architecture & Construction,Track 8,Cluster 28,15,10,General,81.53,69.99,82.5,86.6,70.58,1
STU013541,CAR00840,Lawyer Specialist 840,Healthcare,Track 10,Cluster 30,12,7,General,76.04,78.06,67.2,53.0,88.85,1
STU018486,CAR00175,Chemical Engineer Specialist 175,Business,Track 5,Cluster 25,15,9,General,73.82,66.94,75.1,66.0,67.03,0
STU019825,CAR00059,Defence Officer,AGRICULTURE,Track 9,Cluster 29,12,8,General,74.86,71.47,44.0,85.6,71.02,1
STU009872,CAR01159,Education Consultant Specialist 1159,Logistics & Supply Chain,Track 9,Cluster 19,17,11,Commerce,78.36,72.44,77.3,94.3,82.56,1
STU012490,CAR01006,Policy Analyst Specialist 1006,Architecture & Construction,Track 6,Cluster 16,13,8,General,70.61,75.49,70.3,60.3,71.51,1
STU000741,CAR00821,Agricultural Scientist Specialist 821,Aviation,Track 1,Cluster 11,13,7,General,78.81,70.83,52.2,72.4,73.86,1
STU000343,CAR00122,Financial Analyst Specialist 122,FINANCE,Track 2,Cluster 2,18,11,Commerce,79.36,85.69,74.5,90.8,79.28,1
STU021888,CAR00459,UI UX Designer Specialist 459,Research,Track 9,Cluster 9,15,10,General,73.59,77.01,88.8,81.6,78.19,1
STU031489,CAR00486,Business Analyst Specialist 486,Research,Track 6,Cluster 6,17,11,Science-PCM,76.78,67.2,43.8,96.0,72.14,1
STU024942,CAR01026,Technician Specialist 1026,Research,Track 6,Cluster 6,15,10,General,70.82,71.83,78.8,93.8,72.45,1
STU008709,CAR00725,Mechanical Engineer Specialist 725,Hospitality & Tourism,Track 5,Cluster 5,13,7,General,68.89,74.5,79.2,78.2,66.98,0
STU021843,CAR00829,Pilot Specialist 829,Defence & Security,Track 9,Cluster 19,16,10,General,72.6,75.51,38.3,82.2,72.73,1
STU030186,CAR00760,Human Resources Specialist Specialist 760,Life Sciences,Track 10,Cluster 10,14,9,General,66.2,83.33,92.7,51.5,75.28,1
STU029932,CAR00033,Forestry Specialist,Environment,Track 3,Cluster 3,13,7,General,74.49,74.5,58.5,65.8,65.86,0
STU026865,CAR00157,Technician Specialist 157,Fashion,Track 7,Cluster 7,15,10,General,71.15,81.48,76.3,78.0,77.78,1
STU022467,CAR00922,Education Consultant Specialist 922,Life Sciences,Track 2,Cluster 22,17,11,Commerce,72.78,59.38,79.0,80.9,76.93,1
STU000137,CAR00879,Network Engineer Specialist 879,Law,Track 9,Cluster 9,19,12,SCIENCE-PCM,74.84,71.15,78.0,67.3,72.3,1
